YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
201209,68098,408612,1,.51,"E","DELHI",42.28,-74.91,4216,7454
201209,68098,408613,1,0,"N","DOWNSVILLE",42.08,-75,4204,7500
201209,68098,408614,1,.86,"SE","LIVERPOOL",43.11,-76.21,4306,7612
201209,68098,408616,1,0,"N","LAKELAND",43.08,-76.25,4304,7615
201209,68098,408617,1,.5,"E","CANASTOTA",43.08,-75.76,4304,7545
201209,68098,408618,1,.86,"NW","UNION SPGS",42.84,-76.69,4250,7641
201209,68098,408620,1,0,"N","CAMPBELL",42.23,-77.2,4213,7712
201209,68105,408665,1,.9,"NE","PHOENIX TURF ARPT",33.64,-112.07,3338,11204
201209,68132,408815,1,2.97,"ENE","LONG LAKE",45.84,-88.61,4550,8836
201209,68133,408816,1,1.34,"NE","NORTH MICHIGAN BUOY (45002)",45.34,-86.41,4520,8624
201209,68134,408822,1,4.88,"SW","JUNCTION CITY",44.53,-89.82,4431,8949
201209,68134,408823,1,1.63,"WSW","MARSHFIELD",44.66,-90.2,4439,9012
201209,68134,408824,1,4.04,"NW","ROZELLVILLE",44.79,-90.08,4447,9004
201209,68134,408825,1,3.54,"SSW","SCHOFIELD",44.85,-89.62,4451,8937
201209,68134,408827,1,1.84,"W","SCHOFIELD",44.9,-89.64,4454,8938
201209,68134,408828,1,4.04,"NE","(CWA)CEN WI ARPT MOS",44.82,-89.61,4449,8936
201209,68134,408830,1,4.17,"N","(CWA)CEN WI ARPT MOS",44.84,-89.66,4450,8939
201209,68134,408831,1,1.2,"NW","BIG FALLS",44.63,-89.02,4437,8901
201209,68134,408832,1,.69,"S","SPENCER",44.76,-90.28,4445,9016
201209,68134,408833,1,0,"N","PLOVER",44.45,-89.53,4427,8931
201209,68134,408834,1,.69,"S","CLINTONVILLE",44.61,-88.75,4436,8845
201209,68134,408835,1,3.13,"SSW","SCHOFIELD",44.86,-89.63,4451,8937
201209,68135,408829,1,2.87,"NNW","ST STEPHENS",43.02,-108.44,4301,10826
201209,68135,408829,2,.3,"E","RIVERTON",43.03,-108.37,4301,10822
201209,68137,410038,1,8.37,"N","MEETEETSE",44.27,-108.87,4416,10852
201209,68137,410047,1,2.87,"N","DICKIE",43.89,-108.85,4353,10851
201209,68137,410051,1,0,"N","PINEDALE WENZ ARPT",42.8,-109.8,4248,10948
201209,68138,408837,1,3,"W","SISTER BAY STATION (SYWW3)",45.18,-87.19,4510,8711
201209,68173,408981,1,3.11,"NW","MACON MUNI ARPT",33.16,-88.57,3309,8834
201209,68173,408983,1,3.5,"S","LYNN CREEK",33.18,-88.74,3310,8844
201209,68173,408983,2,1.74,"ENE","GHOLSON",32.94,-88.7,3256,8842
201209,68173,408983,3,4.91,"WNW","PAULETTE",33.02,-88.51,3301,8830
201209,68173,408983,4,2.39,"SSE","BROOKSVILLE",33.2,-88.57,3312,8834
201209,68173,408984,1,3.21,"ENE","BOON",33.12,-88.92,3307,8855
201209,68173,408984,2,7.12,"N","FEARNS SPGS",33.12,-88.83,3307,8849
201209,68173,408986,1,4.04,"SE","LANHAM",31.54,-89.05,3132,8903
201209,68173,408987,1,3.63,"SE","LANHAM",31.54,-89.06,3132,8903
201209,68173,408989,1,.91,"SW","LAUREL",31.69,-89.14,3141,8908
201209,68173,408991,1,.59,"E","MACEDONIA",31.38,-89.17,3122,8910
201209,68173,408992,1,3.28,"SSE","MARTINVILLE",31.93,-89.72,3155,8943
201209,68173,408994,1,3.81,"ENE","TALOWAH",31.09,-89.37,3105,8922
201209,68173,408995,1,5.36,"E","COLUMBIA",31.26,-89.74,3115,8944
201209,68187,409095,1,.62,"WSW","SAMSON",31.11,-86.05,3106,8603
201209,68187,409095,2,.54,"W","SAMSON",31.11,-86.05,3106,8603
201209,68188,409102,1,4.13,"E","MOSLEY HALL",30.35,-83.51,3021,8330
201209,68188,409102,2,.17,"NNW","EBB",30.35,-83.65,3021,8339
201209,68188,409102,3,1.33,"N","EBB",30.37,-83.65,3022,8339
201209,68188,409102,4,4.19,"E","MOSLEY HALL",30.36,-83.51,3021,8330
201209,68188,409103,1,1.22,"SSW","SPRINGSAX PARK",30.38,-84.31,3022,8418
201209,68188,409104,1,.95,"E","FALLSCHASE",30.45,-84.18,3027,8410
201209,68188,409105,1,2.34,"N","MAGNOLIA BEACH",30.18,-85.72,3010,8543
201209,68188,409106,1,1.82,"NE","HOPEWELL",30.4,-83.42,3024,8325
201209,68188,409107,1,1.39,"SW","MADISON",30.44,-83.42,3026,8325
201209,68188,409108,1,6.43,"SSW","LEE",30.32,-83.34,3019,8320
201209,68188,409109,1,2.49,"W","HOPEWELL",30.38,-83.48,3022,8328
201209,68188,409110,1,2.03,"S","LAKE JACKSON",30.5,-84.33,3030,8419
201209,68188,409112,1,2.36,"N","LAKE IAMONIA",30.66,-84.24,3039,8414
201209,68188,409112,2,2.73,"NE","LAKE IAMONIA",30.66,-84.22,3039,8413
201209,68189,409113,1,1.29,"ESE","I-75 AT EXIT 11",30.74,-83.25,3044,8315
201209,68189,409114,1,1,"NE","VALDOSTA",30.84,-83.26,3050,8315
201209,68192,409117,1,.95,"E","REMERTON",30.84,-83.29,3050,8317
201209,68192,409117,2,4,"NE","VALDOSTA",30.87,-83.22,3052,8313
201209,68279,409574,1,4.18,"S","LUDINGTON",43.89,-86.44,4353,8626
201209,68281,409583,1,.51,"W","SOUTH HAVEN",42.4,-86.28,4224,8616
201209,68281,409584,1,.51,"W","SOUTH HAVEN",42.4,-86.28,4224,8616
201209,68281,409587,1,1.02,"W","KALAMAZOO",42.28,-85.59,4216,8535
201209,68281,409587,2,.86,"NE","VICKSBURG",42.13,-85.52,4207,8531
201209,68291,409678,1,1.83,"ESE","BENSON",40.84,-89.09,4050,8905
201209,68291,409678,2,1.79,"ESE","BENSON",40.84,-89.09,4050,8905
201209,68291,409679,1,3.07,"N","BENSON",40.89,-89.12,4053,8907
201209,68291,409679,2,3.2,"NNW","BENSON",40.89,-89.14,4053,8908
201209,68291,409680,1,4.08,"NNW","BENSON",40.9,-89.15,4054,8909
201209,68291,409680,2,5.83,"NNW","BENSON",40.93,-89.17,4055,8910
201209,68291,409681,1,.71,"ESE","PATTONSBURG",40.93,-89.17,4055,8910
201209,68291,409681,2,.54,"ENE","PATTONSBURG",40.93,-89.17,4055,8910
201209,68291,409682,1,4.67,"S","SPARLAND",40.96,-89.45,4057,8927
201209,68291,409682,2,4.58,"S","SPARLAND",40.96,-89.45,4057,8927
201209,68291,409683,1,4.57,"ESE","WYOMING",41.05,-89.69,4103,8941
201208,64880,388526,1,1.1,"E","NICHOLS",37.22,-93.35,3713,9321
201208,64880,388527,1,.89,"NE","TOCCOA",36.76,-92.22,3645,9213
201208,64880,388528,1,.69,"S","OZARK",37.01,-93.22,3700,9313
201208,64880,388533,1,1.49,"SSE","DILLON",37.95,-91.71,3757,9142
201208,64880,388536,1,.62,"ESE","MILLER",37.22,-93.84,3713,9350
201208,65052,389869,1,.69,"S","HEPLER",37.66,-94.97,3739,9458
201208,65052,391217,1,3.71,"S","PETERSBURG",37.72,-94.97,3743,9458
201208,65053,389871,1,.88,"NW","WEBB CITY",37.16,-94.48,3709,9428
201208,65053,389872,1,4.18,"S","NEWPORT",37.47,-94.09,3728,9405
201208,65053,389873,1,0,"N","REPUBLIC",37.12,-93.48,3707,9328
201208,65053,389875,1,1.29,"WNW","PUMPKIN CENTER",37.76,-93.1,3745,9306
201208,65053,389876,1,4.87,"S","SYLVANIA",37.43,-94.04,3725,9402
201208,65053,389877,1,1.29,"ENE","VIENNA",38.19,-91.93,3811,9155
201208,65053,389878,1,.88,"NE","YARNA",38.23,-91.72,3813,9143
201208,65053,389879,1,.69,"S","REPUBLIC",37.11,-93.48,3706,9328
201208,65053,389880,1,2.15,"SE","NICHOLS",37.2,-93.34,3712,9320
201208,65053,389882,1,.55,"E","SPRINGFIELD",37.2,-93.29,3712,9317
201208,65053,389883,1,.69,"S","SCHOLTEN",36.84,-93.63,3650,9337
201208,65053,389888,1,.69,"S","BRANSON",36.64,-93.22,3638,9313
201208,65053,389889,1,2.35,"SSW","HORNET",36.94,-94.57,3656,9434
201207,65115,390276,1,3.55,"ESE","NORTH POINT LTHOUSE",43.06,-87.87,4303,8752
201207,65115,390276,2,4.54,"ESE","NORTH POINT LTHOUSE",43.05,-87.85,4303,8751
201208,65285,390957,1,3.23,"SSW","LAMPE",36.53,-93.46,3631,9327
201208,65285,390959,1,3.23,"SSW","LAMPE",36.53,-93.46,3631,9327
201208,65285,390961,1,2.62,"ENE","RIDGEDALE",36.54,-93.21,3632,9312
201208,65285,390963,1,.69,"S","BRANSON",36.64,-93.22,3638,9313
201208,65285,390969,1,.89,"NE","VIOLA",36.58,-93.57,3634,9334
201208,65285,390973,1,5.41,"WNW","EAGLE ROCK",36.58,-93.84,3634,9350
201208,65431,391782,1,1.49,"SSW","SEYMOUR",37.13,-92.79,3707,9247
201208,65431,391783,1,.55,"E","BRUNER",37.02,-92.97,3701,9258
201208,65431,391784,1,.55,"E","LICKING",37.5,-91.86,3730,9151
201208,65431,391787,1,.55,"E","LEBANON",37.68,-92.66,3740,9239
201208,65431,391788,1,.55,"E","LEBANON",37.68,-92.66,3740,9239
201208,65431,391789,1,1.1,"E","ST LUKE",37.43,-92.91,3725,9254
201208,65431,391795,1,1.3,"ESE","NEOSHO",36.86,-94.35,3651,9421
201208,65431,391796,1,3.45,"N","FORSYTH",36.73,-93.12,3643,9307
201208,65431,391797,1,0,"N","PIERCE CITY",36.95,-94,3657,9400
201208,65431,391798,1,.88,"NE","MARSHFIELD",37.34,-92.91,3720,9254
201208,65431,391799,1,.55,"W","MONETT",36.92,-93.93,3655,9355
201208,65431,391800,1,0,"N","PIERCE CITY",36.95,-94,3657,9400
201208,65431,391804,1,1.65,"W","ROUND SPG",37.28,-91.45,3716,9127
201208,65431,391805,1,.55,"E","SUMMERSVILLE",37.18,-91.67,3710,9140
201208,65431,391808,1,3.3,"E","CROWN",37.27,-92.91,3716,9254
201208,65431,391809,1,.88,"NE","MARSHFIELD",37.34,-92.91,3720,9254
201208,65431,391810,1,3.38,"ENE","BATTLEFIELD",37.13,-93.32,3707,9319
201208,65431,391811,1,.55,"E","LORING",37.33,-92.57,3719,9234
201208,65431,391812,1,1.67,"E","BATTLEFIELD",37.12,-93.35,3707,9321
201208,65431,391814,1,.69,"S","VERONA",36.96,-93.8,3657,9348
201208,65431,391815,1,1.49,"NNE","NIXA",37.07,-93.29,3704,9317
201208,65431,391816,1,.88,"NE","MARSHFIELD",37.34,-92.91,3720,9254
201208,65431,391817,1,5.54,"E","CROWN",37.26,-92.87,3715,9252
201207,65807,394444,1,7.47,"NE","NORDMAN",48.71,-116.84,4842,11650
201207,65808,394651,1,3.19,"WSW","ANATONE",46.11,-117.19,4606,11711
201207,65808,394651,2,2.66,"SW","ANATONE",46.1,-117.17,4606,11710
201207,65808,394651,3,3.92,"SW","ANATONE",46.09,-117.19,4605,11711
201207,65808,394651,4,4.02,"WSW","ANATONE",46.11,-117.21,4606,11712
201207,65808,394652,1,2.5,"W","CORFU",46.83,-119.5,4649,11930
201207,65808,394652,3,1.94,"E","ROYAL CITY JCT",46.83,-119.54,4649,11932
201207,65808,394652,4,2.1,"E","ROYAL CITY JCT",46.83,-119.54,4649,11932
201207,65808,394653,1,1.15,"WSW","OMAK",48.41,-119.54,4824,11932
201207,65808,394653,2,1.32,"SW","OMAK",48.41,-119.54,4824,11932
201207,65808,394653,3,1.01,"SSW","OMAK",48.41,-119.53,4824,11931
201207,65808,394653,4,.5,"SW","OMAK",48.41,-119.53,4824,11931
201207,65808,394655,2,2.53,"SSE","DISAUTEL",48.33,-119.21,4819,11912
201207,65808,394655,3,5.05,"SE","DISAUTEL",48.32,-119.15,4819,11909
201207,65808,394655,4,3.96,"E","DISAUTEL",48.36,-119.15,4821,11909
201207,65808,394656,1,3.95,"NW","MAE",47.16,-119.44,4709,11926
201207,65808,394657,1,1.41,"E","MAE",47.12,-119.35,4707,11921
201207,65808,394658,1,3.36,"WSW","(MWH)GRANT CO ARPT M",47.19,-119.39,4711,11923
201207,65808,394659,1,6.68,"SE","ADRIAN",47.3,-119.29,4718,11917
201207,65808,394661,1,2.75,"WNW","COLUMBIA CENTER",46.39,-117.6,4623,11736
201207,65808,394663,1,.47,"E","SPOKANE",47.67,-117.41,4740,11724
201207,65808,394664,1,.83,"SSW","OMAK",48.41,-119.53,4824,11931
201207,65808,394665,1,.46,"W","ELECTRIC CITY",47.93,-119.04,4755,11902
201207,65808,394666,1,.46,"E","NESPELEM",48.17,-118.97,4810,11858
201207,65808,394667,1,5.04,"SE","DISAUTEL",48.32,-119.15,4819,11909
201207,65808,394668,1,0,"N","KELLER",48.08,-118.68,4804,11840
201207,65808,394670,1,.69,"S","KELLER",48.07,-118.68,4804,11840
201207,65808,394671,1,3.51,"ESE","KELLER",48.06,-118.61,4803,11836
201207,65808,394672,1,.46,"E","NESPELEM",48.17,-118.97,4810,11858
201207,65808,394674,1,1.46,"NNE","KELLER POOLER ARPT",48.14,-118.69,4808,11841
201207,65808,394675,1,7.35,"NW","KELLER POOLER ARPT",48.19,-118.82,4811,11849
201207,65808,394677,1,.91,"E","REPUBLIC",48.65,-118.73,4839,11843
201207,65808,394700,1,7.39,"WSW","MATNEYS SPUR",48.61,-118.28,4836,11816
201207,65808,394701,1,1.46,"NNE","MARCUS",48.69,-118.06,4841,11803
201207,65808,394702,1,3.26,"WSW","BOYDS",48.72,-118.2,4843,11812
201207,65808,394703,1,1.14,"SW","MALO",48.79,-118.64,4847,11838
201207,65808,394715,1,2.24,"NE","NIGHTHAWK",48.99,-119.59,4859,11935
201207,65808,395529,1,1.39,"WNW","STEHEKIN",48.33,-120.68,4819,12040
201207,65808,395529,2,1.24,"WNW","STEHEKIN",48.33,-120.67,4819,12040
201207,65808,395529,4,1.66,"WNW","STEHEKIN",48.33,-120.68,4819,12040
201207,65808,398205,1,18.96,"WSW","MOODY",47.12,-119.29,4707,11917
201207,65936,395493,1,4.72,"NNE","CASHMERE",47.58,-120.42,4734,12025
201207,65936,395493,2,5.08,"NNE","CASHMERE",47.58,-120.41,4734,12024
201207,65936,395493,3,5,"NE","CASHMERE",47.58,-120.41,4734,12024
201207,65936,395493,4,4.69,"NNE","CASHMERE",47.58,-120.42,4734,12025
201204,65990,395884,1,.96,"E","PAGOSA SPGS",37.27,-107,3716,10700
201207,66006,395965,1,9.58,"N","REDSTONE",39.32,-107.21,3919,10712
201207,66006,395965,2,9.35,"N","REDSTONE",39.31,-107.21,3918,10712
201207,66006,395965,3,9.09,"N","REDSTONE",39.31,-107.21,3918,10712
201207,66006,395965,4,9.22,"N","REDSTONE",39.31,-107.21,3918,10712
201207,66085,396439,1,0,"N","FRUITA",39.15,-108.73,3909,10843
201207,66115,397057,1,5.33,"S","LOOMIS",48.74,-119.62,4844,11937
201208,66964,401799,1,0,"E","WISE",36.97,-82.4,3658,8224
201208,66964,401800,1,3,"WSW","JONESVILLE",36.66,-83.15,3639,8309
201208,66965,401802,1,0,"E","GREENEVILLE",36.17,-82.83,3610,8249
201208,66965,401803,1,0,"SW","MOSHEIM",36.2,-82.95,3612,8257
201208,66965,401804,1,3,"N","GREENEVILLE",36.21,-82.83,3612,8249
201208,66965,401805,1,0,"N","BAILEYTON",36.33,-82.83,3619,8249
201208,66965,401807,1,0,"W","CANEY BRANCH",36.05,-82.98,3603,8258
201208,66965,401808,1,0,"N","BLOUNTVILLE",36.53,-82.33,3631,8219
201208,66965,407979,1,1.5,"ENE","ERWIN",36.16,-82.4,3609,8224
201208,66965,407979,2,1,"NE","ERWIN",36.16,-82.41,3609,8224
201208,66965,407979,3,1,"SSW","ERWIN",36.14,-82.43,3608,8225
201208,66965,407979,4,1.5,"S","ERWIN",36.13,-82.42,3607,8225
201208,67056,402244,1,1.8,"ENE","BRISTOL",36.61,-82.17,3636,8210
201208,67059,402283,1,2,"NE","PARROTTSVILLE",36.02,-83.05,3601,8303
201208,67059,407987,1,0,"N","WALLAND",35.73,-83.82,3543,8349
201208,67059,407987,3,1,"N","WALLAND",35.74,-83.82,3544,8349
201208,67059,407987,4,1.25,"NNW","WALLAND",35.75,-83.83,3545,8349
201208,67059,407988,2,3.5,"WNW","WALLAND",35.75,-83.88,3545,8352
201208,67059,407988,3,4,"NW","WALLAND",35.77,-83.87,3546,8352
201208,67059,407992,1,0,"SW","ERWIN",36.15,-82.42,3609,8225
201208,65431,391818,1,4.09,"SSE","MARSHFIELD",37.28,-92.88,3716,9252
201208,65431,391819,1,1.3,"ENE","ST LUKE",37.44,-92.91,3726,9254
201208,65431,391821,1,.55,"E","GROVESPRING",37.4,-92.61,3724,9236
201208,65431,391822,1,1.38,"S","DILLON",37.95,-91.72,3757,9143
201208,65431,391824,1,.69,"N","HIGH PRAIRIE",37.31,-92.77,3718,9246
201208,65431,391828,1,.88,"NW","AURORA",36.98,-93.73,3658,9343
201208,65431,391830,1,.53,"E","HARTVILLE",37.25,-92.51,3715,9230
201207,65465,392005,1,.41,"SW","LEWISTON ORCHARDS",46.37,-116.96,4622,11657
201207,65575,392958,1,3.54,"E","PORTHILL",49,-116.42,4900,11625
201207,65575,392958,2,3.96,"W","PORTHILL",48.99,-116.59,4859,11635
201207,65575,392958,4,2.18,"SE","CROSSPORT",48.66,-116.21,4839,11612
201207,65575,392958,5,2.06,"W","MOYIE SPGS",48.73,-116.22,4843,11613
201206,65606,393525,1,1,"NE","BELGIUM",43.51,-87.84,4330,8750
201206,65606,393526,1,2,"E","ELKHART LAKE",43.83,-87.98,4349,8758
201206,65606,393527,1,0,"N","ELKHART LAKE",43.83,-88.02,4349,8801
201207,65712,393600,1,.95,"S","COEUR D ALENE",47.67,-116.78,4740,11646
201207,65717,393683,1,2.63,"SE","SLICKPOO",46.29,-116.67,4617,11640
201207,65717,393685,1,2.01,"S","CULDESAC",46.35,-116.67,4621,11640
201207,65717,395517,1,3.98,"SE","CULDESAC",46.34,-116.61,4620,11636
201207,65717,395517,2,4.06,"SE","CULDESAC",46.34,-116.6,4620,11636
201207,65717,395517,3,4.38,"SE","CULDESAC",46.34,-116.6,4620,11636
201207,65717,395517,4,4.33,"SE","CULDESAC",46.34,-116.61,4620,11636
201208,65719,393621,1,0,"N","OAK RIDGE",36.02,-84.27,3601,8416
201208,65719,393622,1,0,"W","HARRIMAN",35.93,-84.55,3555,8433
201208,65719,393625,1,3.43,"WSW","BYRDS CHAPEL",35.91,-84.23,3554,8413
201208,65719,393626,1,0,"SW","FARRAGUT",35.88,-84.17,3552,8410
201208,65719,393627,1,0,"E","MASCOT",36.07,-83.75,3604,8345
201208,65719,393628,1,0,"WSW","RUTLEDGE",36.28,-83.5,3616,8330
201208,65719,393630,1,0,"E","ENGLEWOOD",35.43,-84.48,3525,8428
201208,65719,393632,1,0,"W","MAYNARDVILLE",36.25,-83.8,3615,8348
201208,65719,393635,1,0,"N","ETOWAH",35.33,-84.53,3519,8431
201208,65719,393637,1,0,"NE","CLEVELAND",35.17,-84.88,3510,8452
201208,65719,393641,1,4,"SW","MARTIN SPGS",35.13,-85.85,3507,8551
201208,65719,401686,1,0,"SSW","OAK RIDGE",36.02,-84.27,3601,8416
201208,65719,401689,1,.55,"E","HARROGATE",36.58,-83.64,3634,8338
201208,65719,401713,1,6,"WSW","BEAN STATION",36.3,-83.38,3618,8322
201208,65719,401720,1,0,"N","ETOWAH",35.33,-84.53,3519,8431
201208,65719,401801,1,0,"N","CLEVELAND",35.17,-84.88,3510,8452
201208,65719,407969,1,1.75,"S","CLEVELAND",35.14,-84.88,3508,8452
201208,65719,407969,2,2,"SSW","CLEVELAND",35.14,-84.89,3508,8453
201208,65719,407969,3,2.5,"SSW","CLEVELAND",35.14,-84.9,3508,8454
201208,65719,410479,1,0,"N","CLEVELAND",35.17,-84.88,3510,8452
201207,65721,393640,1,4,"SE","ROYAL CITY",46.84,-119.54,4650,11932
201207,65728,393664,1,2.8,"S","ST JOHN",47.06,-117.58,4703,11734
201207,65728,393667,1,0,"S","THORNTON",47.12,-117.4,4707,11724
201208,65795,394265,1,2.6,"NW","TUSCUMBIA",38.26,-92.5,3815,9230
201207,65807,394398,1,.47,"W","JULIAETTA",46.58,-116.71,4634,11642
201207,65807,394399,1,.48,"E","LEWISTON ORCHARDS",46.37,-116.94,4622,11656
201207,65807,394400,1,.48,"W","LEWISTON ORCHARDS",46.37,-116.96,4622,11657
201207,65807,394401,1,.48,"W","LAPWAI",46.4,-116.81,4624,11648
201207,65807,394404,1,1.46,"NNE","LAPWAI",46.42,-116.79,4625,11647
201207,65807,394405,1,1.59,"WNW","SUMMIT",46.48,-116.58,4628,11634
201207,65807,394407,1,2.35,"NE","MYRTLE",46.52,-116.68,4631,11640
201207,65807,394408,1,3.15,"NE","JULIAETTA",46.61,-116.65,4636,11639
201207,65807,394410,1,1.46,"NNW","SUMMIT",46.49,-116.56,4629,11633
201207,65807,394411,1,3.6,"ESE","BOVARD",46.65,-116.66,4639,11639
201207,65807,394412,1,.83,"SW","CALDER",47.27,-116.19,4716,11611
201207,65807,394414,1,4.17,"S","WEBB",46.29,-116.84,4617,11650
201207,65807,394416,1,.69,"S","BRADLEY",47.54,-116.17,4732,11610
201207,65807,394421,1,.83,"NE","ROSE LAKE",47.54,-116.47,4732,11628
201207,65807,394426,1,2.31,"W","CEDAR CREEK",48.02,-116.5,4801,11630
201207,65807,394427,1,1.38,"N","POLARIS",47.54,-116.08,4732,11604
201207,65807,394429,1,0,"N","PRICHARD",47.65,-115.97,4739,11558
201207,65807,394436,1,.83,"SW","PRICHARD",47.64,-115.98,4738,11558
201207,65807,394438,1,2.43,"WSW","KINGSTON",47.54,-116.32,4732,11619
201207,65807,394440,1,7.65,"SSE","FALCON",47.25,-115.61,4715,11536
201207,64743,387485,4,1.64,"SW","YARDLEY",47.65,-117.36,4739,11721
201207,64743,387486,1,4,"SE","SPOKANE",47.63,-117.36,4737,11721
201207,64755,387563,2,.9,"SW","MALOTT",48.27,-119.72,4816,11943
201207,64755,387563,3,.72,"SW","MALOTT",48.27,-119.71,4816,11942
201207,64755,387564,1,1.14,"SW","MALO",48.79,-118.64,4847,11838
201207,64755,387565,1,5.85,"SW","RUBY",48.44,-119.82,4826,11949
201207,64755,387566,1,6.12,"ENE","MOUNTAIN VIEW",46.06,-117.23,4603,11713
201207,64755,394369,1,1.95,"WNW","POLLARD",48.74,-118.71,4844,11842
201207,64755,395501,1,4.36,"ENE","TWISP ARPT",48.37,-119.99,4822,11959
201207,64755,395501,2,4.45,"ENE","TWISP ARPT",48.37,-119.99,4822,11959
201207,64755,395501,3,4.34,"ENE","TWISP ARPT",48.37,-119.99,4822,11959
201207,64755,395501,4,4.28,"ENE","TWISP ARPT",48.37,-119.99,4822,11959
201207,64755,398204,1,.59,"S","RUBY",48.49,-119.73,4829,11943
201207,64755,398204,2,.72,"ESE","RUBY",48.49,-119.72,4829,11943
201207,64755,398204,3,.42,"NE","RUBY",48.5,-119.72,4830,11943
201207,64755,398204,4,.13,"NNE","RUBY",48.5,-119.73,4830,11943
201208,64879,388464,1,2.14,"SSE","FAULKNER",37.07,-95.01,3704,9500
201208,64879,388466,1,1.1,"W","CRESTLINE",37.17,-94.72,3710,9443
201208,64880,388475,1,1.8,"ENE","CHESTNUTRIDGE",36.84,-93.22,3650,9313
201208,64880,388476,1,.88,"SE","MILLER",37.21,-93.84,3712,9350
201208,64880,388477,1,1.79,"ESE","MILLER",37.21,-93.82,3712,9349
201208,64880,388478,1,.88,"NW","HUGGINS",37.33,-92.21,3719,9212
201208,64880,388479,1,.88,"NE","WENTWORTH",36.99,-94.07,3659,9404
201208,64880,388481,1,.69,"N","VIENNA",38.19,-91.95,3811,9157
201208,64880,388487,1,.55,"E","JOPLIN",37.08,-94.51,3704,9430
201208,64880,388489,1,1.49,"NNW","SAGINAW",37.04,-94.49,3702,9429
201208,64880,388490,1,.55,"W","AVA",36.95,-92.66,3657,9239
201208,64880,388491,1,1.3,"ENE","JASPER",37.34,-94.3,3720,9418
201208,64880,388492,1,3.02,"SW","HULSTAN",37.42,-93.79,3725,9347
201208,64880,388493,1,0,"N","ASH GROVE",37.32,-93.58,3719,9334
201208,64880,388497,1,1.3,"ENE","DOGWOOD",37.04,-92.83,3702,9249
201208,64880,388498,1,0,"N","ASH GROVE",37.32,-93.58,3719,9334
201208,64880,388499,1,.55,"E","SPRINGFIELD",37.2,-93.29,3712,9317
201208,64880,388500,1,2.65,"SE","VAN",37.54,-93.27,3732,9316
201208,64880,388501,1,.69,"N","ASH GROVE",37.33,-93.58,3719,9334
201208,64880,388502,1,2.14,"NNE","SPRINGFIELD",37.23,-93.29,3713,9317
201208,64880,388504,1,.69,"N","OLIVE",37.46,-93.15,3727,9309
201208,64880,388505,1,2.65,"SE","VAN",37.54,-93.27,3732,9316
201208,64880,388506,1,.55,"E","HOUSTON",37.33,-91.96,3719,9157
201208,64880,388507,1,.88,"SE","PLEASANT HOPE",37.46,-93.27,3727,9316
201208,64880,388509,1,.55,"E","MT VERNON",37.1,-93.82,3706,9349
201208,64880,388510,1,3.22,"NNW","EBENEZER",37.37,-93.35,3722,9321
201208,64880,388511,1,0,"N","HIGHLANDVILLE",36.93,-93.28,3655,9316
201208,64880,388512,1,.69,"N","VIENNA",38.19,-91.95,3811,9157
201208,64880,388514,1,0,"N","REPUBLIC",37.12,-93.48,3707,9328
201208,64880,388515,1,2.16,"NE","IKE",36.77,-93.24,3646,9314
201208,64880,388517,1,1.11,"E","MT SHIRA",36.58,-94.45,3634,9427
201208,64880,388518,1,.69,"S","PINEVILLE",36.59,-94.38,3635,9422
201208,64880,388519,1,.69,"S","PINEVILLE",36.59,-94.38,3635,9422
201208,64880,388520,1,0,"N","REPUBLIC",37.12,-93.48,3707,9328
201208,64880,388521,1,0,"N","HIGHLANDVILLE",36.93,-93.28,3655,9316
201208,64880,388522,1,2.35,"SSE","BRADLEYVILLE",36.75,-92.88,3645,9252
201208,64880,388524,1,0,"N","ROLLA",37.95,-91.77,3757,9146
201208,64880,388525,1,1.49,"SSW","NICHOLS",37.2,-93.38,3712,9322
201203,62479,373872,1,.69,"N","GULF JCT",37.28,-89.55,3716,8933
201209,67807,427525,7,3.43,"ENE","ANCHORAGE",61.23,-149.8,6113,14948
201210,68077,417933,1,0,"N","EAST GREENVILLE",40.42,-75.5,4025,7530
201210,68077,417933,2,1.22,"WSW","PALM",40.42,-75.55,4025,7533
201210,68077,417933,3,2.16,"ENE","SASSAMANSVILLE",40.37,-75.53,4022,7531
201210,68077,417933,4,.41,"SW","RED HILL",40.38,-75.47,4022,7528
201210,68083,408394,1,2.6,"ENE","TREECE",37.02,-94.81,3701,9448
201210,68084,408395,1,2.84,"ENE","BATTLEFIELD",37.13,-93.33,3707,9319
201210,68084,408395,2,2.87,"ENE","BATTLEFIELD",37.13,-93.33,3707,9319
201210,68084,408395,4,2.94,"ENE","BATTLEFIELD",37.13,-93.33,3707,9319
201210,68084,408396,1,1.97,"WSW","SPRINGFIELD",37.19,-93.33,3711,9319
201210,68084,408396,2,2.01,"WSW","SPRINGFIELD",37.19,-93.33,3711,9319
201210,68084,408396,3,1.62,"SW","SPRINGFIELD",37.19,-93.32,3711,9319
201210,68084,408396,4,1.64,"WSW","SPRINGFIELD",37.19,-93.33,3711,9319
201210,68084,408397,1,1.96,"S","NICHOLS",37.19,-93.37,3711,9322
201210,68084,408397,2,1.88,"SSE","NICHOLS",37.19,-93.36,3711,9321
201210,68084,408397,3,2.07,"SSE","NICHOLS",37.19,-93.36,3711,9321
