Complaint ID,Product,Sub-product,Issue,Sub-issue,State,ZIP code,Submitted via,Date received,Date sent to company,Company,Company response,Timely response?,Consumer disputed?
1392610,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,TX,76052,Referral,05/26/2015,05/29/2015,JPMorgan Chase,In progress,Yes,
1392627,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,IL,60714,Web,05/26/2015,05/26/2015,Encore Capital Group,Closed with non-monetary relief,Yes,
1392625,Mortgage,Other mortgage,"Application, originator, mortgage broker",,CA,94707,Web,05/26/2015,05/26/2015,Wells Fargo,In progress,Yes,
1390912,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,MA,02122,Web,05/26/2015,05/26/2015,"Gragil Associates, Inc.",Closed with explanation,Yes,Yes
1392668,Bank account or service,Checking account,Using a debit or ATM card,,WA,99202,Web,05/26/2015,05/26/2015,U.S. Bancorp,Closed with explanation,Yes,
1392712,Credit reporting,,Incorrect information on credit report,Account status,NY,11368,Referral,05/26/2015,05/29/2015,Experian,Closed with explanation,Yes,
1392709,Credit card,,Unsolicited issuance of credit card,,CA,95945,Web,05/26/2015,05/28/2015,PayPal,Closed with explanation,Yes,Yes
1392699,Credit reporting,,Incorrect information on credit report,Account status,WA,98532,Fax,05/26/2015,05/29/2015,Experian,In progress,Yes,
1392706,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,SC,29464,Phone,05/26/2015,05/27/2015,Nationstar Mortgage,Closed with explanation,Yes,
1392723,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,TN,38107,Referral,05/26/2015,05/28/2015,Citibank,In progress,Yes,
1392718,Debt collection,,Disclosure verification of debt,Not given enough info to verify debt,ME,04605,Web,05/26/2015,05/27/2015,"Pinnacle Credit Services, LLC",Closed,Yes,
1392721,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,NY,10308,Web,05/26/2015,05/26/2015,SquareTwo Financial Corporation,Closed with explanation,Yes,
1392939,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,,34613,Web,05/26/2015,05/26/2015,Experian,In progress,Yes,
1392946,Mortgage,Other mortgage,Other,,FL,33330,Referral,05/26/2015,05/29/2015,Wells Fargo,In progress,Yes,
1392976,Credit reporting,,Incorrect information on credit report,Information is not mine,FL,33615,Web,05/26/2015,05/27/2015,Equifax,Closed with explanation,Yes,Yes
1392479,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Frequent or repeated calls,FL,34691,Referral,05/26/2015,05/29/2015,Encore Capital Group,Closed with explanation,Yes,
1393052,Credit card,,Advertising and marketing,,WI,53211,Web,05/26/2015,05/27/2015,U.S. Bancorp,Closed with non-monetary relief,Yes,Yes
1390911,Consumer loan,Vehicle loan,Problems when you are unable to pay,,NJ,07731,Web,05/26/2015,05/26/2015,Ally Financial Inc.,In progress,Yes,
1390808,Mortgage,FHA mortgage,"Application, originator, mortgage broker",,GA,30067,Web,05/26/2015,05/26/2015,JPMorgan Chase,Closed with explanation,Yes,
1393311,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,IL,60177,Web,05/26/2015,05/27/2015,U.S. Bancorp,Closed with non-monetary relief,Yes,
1393308,Credit card,,Payoff process,,CT,06516,Web,05/26/2015,05/27/2015,GE Capital Retail,Closed with explanation,Yes,
1390936,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,FL,34232,Referral,05/26/2015,05/29/2015,"Servis One, Inc.",Closed with explanation,Yes,
1391477,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,IL,60531,Postal mail,05/26/2015,05/29/2015,"Green Tree Servicing, LLC",Closed with explanation,Yes,
1392399,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,MD,20714,Web,05/26/2015,05/26/2015,Ocwen,Closed with explanation,Yes,
1390928,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,NC,28461,Web,05/26/2015,05/26/2015,Fifth Third Bank,Closed with non-monetary relief,Yes,
1390921,Debt collection,,Improper contact or sharing of info,Contacted me after I asked not to,AL,36420,Web,05/26/2015,06/03/2015,Premier Recovery Group,In progress,Yes,
1390801,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,CA,92843,Web,05/26/2015,05/26/2015,JPMorgan Chase,In progress,Yes,
1390798,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,WA,98102,Web,05/26/2015,05/27/2015,Residential Credit Solutions,Closed with explanation,Yes,
1390824,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,CA,94519,Web,05/26/2015,05/26/2015,Flagstar Bank,In progress,Yes,
1393117,Debt collection,Payday loan,Disclosure verification of debt,Not disclosed as an attempt to collect,OH,43615,Web,05/26/2015,06/02/2015,Integrated Recovery Services,Untimely response,No,
1390845,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,CO,80134,Web,05/26/2015,05/29/2015,PHH Mortgage,In progress,Yes,
1390778,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,OH,45066,Web,05/26/2015,05/26/2015,Equifax,Closed with explanation,Yes,Yes
1390905,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,IL,60175,Web,05/26/2015,05/26/2015,"Green Tree Servicing, LLC",Closed with explanation,Yes,
1390784,Credit reporting,,Incorrect information on credit report,Account status,WA,98532,Fax,05/26/2015,06/08/2015,Equifax,Closed with explanation,Yes,
1390793,Debt collection,Non-federal student loan,False statements or representation,Attempted to collect wrong amount,CA,90254,Web,05/26/2015,05/26/2015,Navient,In progress,Yes,
1390935,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,CA,91416,Phone,05/26/2015,05/27/2015,Servatus Corporation,Closed with explanation,Yes,Yes
1390831,Credit reporting,,Incorrect information on credit report,Information is not mine,CO,81327,Web,05/26/2015,05/26/2015,Equifax,Closed with explanation,Yes,
1390788,Credit reporting,,Credit monitoring or identity protection,Problem with fraud alerts,IN,47904,Postal mail,05/26/2015,05/28/2015,TransUnion,Closed with explanation,Yes,
1390787,Credit reporting,,Credit monitoring or identity protection,Problem with fraud alerts,IN,47904,Postal mail,05/26/2015,05/29/2015,Equifax,Closed with explanation,Yes,
1390792,Debt collection,Non-federal student loan,False statements or representation,Attempted to collect wrong amount,CA,90254,Web,05/26/2015,05/26/2015,"Financial Asset Management Systems, Inc.",Closed with explanation,Yes,
1390800,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,CA,95358,Web,05/26/2015,05/27/2015,PHH Mortgage,In progress,Yes,
1390832,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,CO,81327,Web,05/26/2015,05/26/2015,"Enhanced Recovery Company, LLC",Closed,Yes,
1390827,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,NC,27804,Web,05/26/2015,05/26/2015,JPMorgan Chase,In progress,Yes,
1390826,Mortgage,Other mortgage,Other,,GA,30340,Fax,05/26/2015,05/29/2015,Nationstar Mortgage,Closed with explanation,Yes,
1390899,Credit reporting,,Incorrect information on credit report,Account terms,MD,20814,Web,05/26/2015,05/27/2015,TransUnion,In progress,Yes,
1393402,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,NC,28320,Referral,05/26/2015,06/01/2015,"Caliber Home Loans, Inc",Closed with explanation,Yes,Yes
1390900,Credit reporting,,Incorrect information on credit report,Account status,MD,20814,Web,05/26/2015,05/27/2015,Equifax,Closed with explanation,Yes,
1393314,Credit card,,Billing statement,,CA,95376,Web,05/26/2015,05/27/2015,GE Capital Retail,Closed with monetary relief,Yes,Yes
1390898,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MD,20814,Web,05/26/2015,05/27/2015,Sallie Mae,In progress,Yes,
1390903,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,,49227,Web,05/26/2015,05/26/2015,Equifax,Closed with explanation,Yes,
1392252,Payday loan,,Charged bank acct wrong day or amt,,TX,76001,Web,05/26/2015,05/26/2015,Delbert Services,Closed with explanation,Yes,
1390895,Bank account or service,Checking account,"Making/receiving payments, sending money",,MD,21075,Postal mail,05/26/2015,05/27/2015,Capital One,Closed with explanation,Yes,
1390804,Consumer loan,Installment loan,Shopping for a loan or lease,,CA,92114,Web,05/26/2015,05/29/2015,Wells Fargo,Closed with explanation,Yes,
1391365,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,GA,30052,Web,05/26/2015,05/26/2015,"Bayview Loan Servicing, LLC",In progress,Yes,
1393353,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,TX,75119,Web,05/26/2015,05/27/2015,Receivables Performance Management LLC,Closed with explanation,Yes,Yes
1390891,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,CO,80108,Web,05/26/2015,05/29/2015,Wells Fargo,In progress,Yes,
1393359,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,GA,30673,Web,05/26/2015,05/27/2015,Citibank,In progress,Yes,
1391336,Credit reporting,,Incorrect information on credit report,Account status,TX,77073,Postal mail,05/26/2015,06/08/2015,TransUnion,In progress,Yes,
1393358,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,OH,43762,Web,05/26/2015,05/27/2015,"PMAB, LLC",Closed with explanation,Yes,
1390894,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,PA,18324,Web,05/26/2015,05/26/2015,PNC Bank,In progress,Yes,
1393340,Bank account or service,Checking account,"Account opening, closing, or management",,NY,12589,Web,05/26/2015,05/27/2015,Wells Fargo,Closed with explanation,Yes,
1393351,Credit card,,Other,,MA,60615,Web,05/26/2015,05/28/2015,JPMorgan Chase,Closed with explanation,Yes,Yes
1393356,Debt collection,Credit card,False statements or representation,Attempted to collect wrong amount,MD,20708,Web,05/26/2015,05/27/2015,Encore Capital Group,Closed with explanation,Yes,
1393362,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,WA,99338,Web,05/26/2015,05/29/2015,Penn Credit Corporation,Closed with explanation,Yes,
1390932,Credit reporting,,Incorrect information on credit report,Public record,MI,48134,Web,05/26/2015,05/26/2015,Equifax,Closed with explanation,Yes,Yes
1393347,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,GA,30013,Web,05/26/2015,05/29/2015,"Green Tree Servicing, LLC",In progress,Yes,
1392177,Credit card,,Other,,LA,70754,Web,05/26/2015,05/26/2015,GE Capital Retail,Closed with explanation,Yes,
1393339,Credit card,,Closing/Cancelling account,,WI,53211,Web,05/26/2015,05/27/2015,Citibank,Closed with explanation,Yes,Yes
1390838,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,PA,19027,Web,05/26/2015,05/27/2015,Ocwen,In progress,Yes,
1392114,Credit card,,Billing disputes,,NY,11379,Web,05/26/2015,05/26/2015,Santander Bank US,Closed,Yes,
1393165,Bank account or service,Checking account,"Account opening, closing, or management",,FL,33119,Web,05/26/2015,05/27/2015,JPMorgan Chase,Closed with explanation,Yes,Yes
1390884,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,ME,04073,Web,05/26/2015,05/26/2015,"Servis One, Inc.",Closed with explanation,Yes,
1390882,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,GA,30013,Postal mail,05/26/2015,05/29/2015,Ocwen,Closed with explanation,Yes,
1392003,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,,,Phone,05/26/2015,05/28/2015,PayPal,Closed with explanation,Yes,
1390886,Credit reporting,,Incorrect information on credit report,Personal information,,20011,Postal mail,05/26/2015,05/26/2015,Experian,Closed with non-monetary relief,Yes,
1390883,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,CA,92129,Web,05/26/2015,05/26/2015,Bank of America,In progress,Yes,
1391877,Credit card,,Billing disputes,,AL,36303,Web,05/26/2015,05/26/2015,Bank of America,Closed with explanation,Yes,Yes
1391929,Bank account or service,Checking account,Deposits and withdrawals,,PA,15146,Web,05/26/2015,05/26/2015,First Niagara Bank,Closed with explanation,Yes,
1390863,Debt collection,,Disclosure verification of debt,Not given enough info to verify debt,NC,28722,Web,05/26/2015,05/26/2015,"Enhanced Recovery Company, LLC",Closed,Yes,
1393177,Debt collection,Payday loan,Communication tactics,Threatened to take legal action,MD,20906,Web,05/26/2015,05/29/2015,National Asset processing LLC,Untimely response,No,
1390867,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,AZ,85750,Web,05/26/2015,05/26/2015,Equifax,Closed with explanation,Yes,Yes
1390869,Bank account or service,Checking account,"Account opening, closing, or management",,MD,21740,Web,05/26/2015,05/26/2015,Ally Financial Inc.,Closed with explanation,Yes,
1391335,Credit reporting,,Incorrect information on credit report,Account status,TX,77073,Postal mail,05/26/2015,06/15/2015,Equifax,In progress,Yes,
1390862,Debt collection,,Disclosure verification of debt,Not given enough info to verify debt,NC,28722,Web,05/26/2015,05/26/2015,"ONLINE Information Services, Inc.",Closed with explanation,Yes,Yes
1393173,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,OK,74403,Web,05/26/2015,05/27/2015,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,
1393341,Debt collection,Auto,Cont'd attempts collect debt not owed,Debt was paid,CA,90063,Web,05/26/2015,05/29/2015,Lien Enforcement Inc,Closed with non-monetary relief,Yes,
1392518,Mortgage,Other mortgage,Other,,MI,48316,Referral,05/26/2015,05/29/2015,Citibank,Closed with explanation,Yes,
1390852,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,FL,33173,Web,05/26/2015,05/26/2015,Specialized Loan Servicing LLC,Closed with explanation,Yes,
1390889,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,TN,38106,Web,05/26/2015,05/26/2015,Ocwen,Closed with explanation,Yes,Yes
1390860,Consumer loan,Installment loan,Managing the loan or lease,,FL,32746,Postal mail,05/26/2015,05/28/2015,Springleaf Finance Corporation,In progress,Yes,
1390854,Debt collection,Auto,Cont'd attempts collect debt not owed,Debt is not mine,AL,36618,Web,05/26/2015,05/26/2015,"Portfolio Recovery Associates, Inc.",Closed with non-monetary relief,Yes,
1390850,Credit reporting,,Incorrect information on credit report,Information is not mine,FL,33186,Web,05/26/2015,05/27/2015,Experian,Closed with explanation,Yes,Yes
1392329,Debt collection,,Communication tactics,Frequent or repeated calls,PA,16301,Web,05/26/2015,05/26/2015,Focus Holding Company,Closed with explanation,Yes,
1393192,Credit card,,Customer service / Customer relations,,FL,33021,Web,05/26/2015,05/29/2015,Amex,Closed with monetary relief,Yes,Yes
1390933,Credit reporting,,Incorrect information on credit report,Account terms,MI,48134,Web,05/26/2015,05/27/2015,Equifax,Closed with explanation,Yes,
1393185,Credit card,,Closing/Cancelling account,,AZ,85284,Web,05/26/2015,05/27/2015,Amex,Closed with explanation,Yes,Yes
1390890,Consumer loan,Installment loan,Managing the loan or lease,,NJ,07065,Postal mail,05/26/2015,05/28/2015,Citibank,Closed with non-monetary relief,Yes,
1393334,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,ID,83805,Web,05/26/2015,05/27/2015,Experian,In progress,Yes,
1393648,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,CA,91740,Web,05/26/2015,05/27/2015,Wells Fargo,In progress,Yes,
1390812,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,IL,60419,Web,05/25/2015,06/01/2015,Penn Credit Corporation,Closed with explanation,Yes,
1390813,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,IL,60419,Web,05/25/2015,06/01/2015,"Arnold Scott Harris, P.C.",Closed with explanation,Yes,
1390652,Credit card,,Late fee,,MI,48124,Web,05/25/2015,06/05/2015,GE Capital Retail,Closed with explanation,Yes,
1390662,Credit card,,Advertising and marketing,,TX,75243,Web,05/25/2015,05/25/2015,U.S. Bancorp,Closed with non-monetary relief,Yes,
1390590,Credit reporting,,Incorrect information on credit report,Information is not mine,TX,77373,Web,05/25/2015,05/26/2015,Equifax,In progress,Yes,
1390717,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,MN,55359,Web,05/25/2015,05/25/2015,TransUnion,Closed with explanation,Yes,
1391041,Consumer loan,Vehicle loan,Shopping for a loan or lease,,TX,76132,Web,05/25/2015,05/26/2015,BMW Financial Services,Closed with explanation,Yes,Yes
1391075,Credit reporting,,Incorrect information on credit report,Public record,CA,90008,Web,05/25/2015,05/26/2015,Equifax,Closed with explanation,Yes,
1391073,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,CA,92123,Web,05/25/2015,05/26/2015,Encore Capital Group,Closed with explanation,Yes,
1391068,Credit card,,Identity theft / Fraud / Embezzlement,,AZ,85013,Web,05/25/2015,05/29/2015,Comerica,Closed with monetary relief,Yes,
1391070,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,CA,91766,Web,05/25/2015,05/26/2015,GE Capital Retail,Closed with explanation,Yes,
1391062,Consumer loan,Installment loan,Managing the loan or lease,,TX,76049,Web,05/25/2015,05/27/2015,Security Finance,Closed with explanation,Yes,
1391059,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,PA,15017,Web,05/25/2015,05/26/2015,"Caliber Home Loans, Inc",Closed with explanation,Yes,
1391051,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,CA,94929,Web,05/25/2015,05/28/2015,"HCFS Health Care Financial Services, Inc.",Closed with explanation,Yes,
1391050,Credit reporting,,Incorrect information on credit report,Public record,NJ,07738,Web,05/25/2015,05/26/2015,TransUnion,Closed with non-monetary relief,Yes,
1391045,Bank account or service,Checking account,Using a debit or ATM card,,NY,14586,Web,05/25/2015,05/26/2015,M&T Bank,Closed with explanation,Yes,
1391043,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,AZ,86336,Web,05/25/2015,05/26/2015,Nationstar Mortgage,Closed with explanation,Yes,
1391047,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,WA,98337,Web,05/25/2015,05/26/2015,Nationstar Mortgage,Closed with explanation,Yes,
1391014,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,CA,95220,Web,05/25/2015,05/25/2015,"Diversified Consultants, Inc.",Closed with explanation,Yes,
1391034,Credit card,,Delinquent account,,MA,02777,Web,05/25/2015,05/28/2015,Capital One,In progress,Yes,
1390639,Credit card,,Identity theft / Fraud / Embezzlement,,MA,01056,Web,05/25/2015,05/25/2015,GE Capital Retail,Closed with monetary relief,Yes,
1391038,Credit card,,Closing/Cancelling account,,TX,75068,Web,05/25/2015,05/25/2015,Citibank,Closed with explanation,Yes,
1390998,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,TN,37064,Web,05/25/2015,05/26/2015,Wells Fargo,In progress,Yes,
1391011,Credit reporting,,Incorrect information on credit report,Information is not mine,OH,44131,Web,05/25/2015,05/26/2015,Equifax,Closed with explanation,Yes,Yes
1390987,Credit reporting,,Incorrect information on credit report,Information is not mine,FL,33463,Web,05/25/2015,05/26/2015,Experian,In progress,Yes,
1390943,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,NC,27893,Web,05/25/2015,05/26/2015,"Green Tree Servicing, LLC",Closed with non-monetary relief,Yes,
1392945,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,GA,30546,Web,05/25/2015,05/25/2015,"Healthcare Receivable Professionals, LLC",Untimely response,No,
1390751,Credit reporting,,Incorrect information on credit report,Information is not mine,CA,92780,Web,05/25/2015,05/25/2015,Equifax,Closed with explanation,Yes,
1390772,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,WI,53718,Web,05/25/2015,05/29/2015,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,Yes
1390527,Consumer loan,Installment loan,Problems when you are unable to pay,,MO,64015,Web,05/25/2015,05/25/2015,"Enova International, Inc.",Closed with explanation,Yes,Yes
1390664,Debt collection,Auto,False statements or representation,Attempted to collect wrong amount,OH,45248,Web,05/25/2015,05/25/2015,"Byrider Franchising, LLC",Closed with explanation,Yes,
1390745,Bank account or service,Other bank product/service,"Account opening, closing, or management",,NY,10013,Web,05/25/2015,05/25/2015,Bank of America,In progress,Yes,
1390735,Credit card,,Other,,NC,28409,Web,05/25/2015,05/25/2015,Capital One,Closed with explanation,Yes,
1390700,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,WA,98270,Web,05/25/2015,05/25/2015,"Reliable Credit Association, Inc.",Closed with explanation,Yes,
1390733,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,WY,82718,Web,05/25/2015,05/25/2015,"Green Tree Servicing, LLC",In progress,Yes,
1390728,Consumer loan,Vehicle loan,Problems when you are unable to pay,,CA,93635,Web,05/25/2015,05/28/2015,JPMorgan Chase,Closed with explanation,Yes,
1390704,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,MD,21043,Web,05/25/2015,05/25/2015,USAA Savings,Closed with explanation,Yes,
1390720,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,WA,98374,Web,05/25/2015,05/25/2015,Global Credit & Collection Corporation,Closed with explanation,Yes,
1390537,Credit reporting,,Incorrect information on credit report,Account status,NY,12020,Web,05/25/2015,05/29/2015,Equifax,Closed with non-monetary relief,Yes,
1390724,Credit card,,Late fee,,FL,32909,Web,05/25/2015,05/25/2015,Bank of America,Closed with monetary relief,Yes,
1390719,Credit reporting,,Incorrect information on credit report,Information is not mine,TX,77461,Web,05/25/2015,05/25/2015,Equifax,Closed with explanation,Yes,
1390708,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,NJ,08065,Web,05/25/2015,05/25/2015,Ocwen,Closed with explanation,Yes,
1390706,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,VA,22202,Web,05/25/2015,05/25/2015,"Green Tree Servicing, LLC",Closed with explanation,Yes,
1390713,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,TX,77598,Web,05/25/2015,05/25/2015,Equifax,Closed with non-monetary relief,Yes,Yes
1390703,Debt collection,,Disclosure verification of debt,Not given enough info to verify debt,WA,98270,Web,05/25/2015,05/25/2015,Resurgent Capital Services L.P.,In progress,Yes,
1390682,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,TX,75201,Web,05/25/2015,05/25/2015,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,Yes
1390744,Bank account or service,Checking account,Deposits and withdrawals,,OH,44011,Web,05/25/2015,05/28/2015,Fifth Third Bank,Closed with explanation,Yes,
1390670,Credit card,,Rewards,,DC,20004,Web,05/25/2015,05/25/2015,U.S. Bancorp,Closed with non-monetary relief,Yes,
1390686,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,MN,55395,Web,05/25/2015,05/26/2015,Ocwen,Closed with explanation,No,Yes
1390690,Mortgage,Home equity loan or line of credit,Settlement process and costs,,GA,30060,Web,05/25/2015,06/02/2015,Citibank,Closed with explanation,Yes,
1390684,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,MD,20783,Web,05/25/2015,05/25/2015,"Capital Accounts, LLC",Closed with explanation,Yes,
1390672,Credit card,,Unsolicited issuance of credit card,,KS,66209,Web,05/25/2015,05/25/2015,Capital One,Closed with explanation,Yes,
1390673,Money transfers,Domestic (US) money transfer,Fraud or scam,,NY,11385,Web,05/25/2015,05/25/2015,SunTrust Bank,Closed with explanation,Yes,
1390669,Mortgage,Conventional fixed mortgage,Credit decision / Underwriting,,MD,20613,Web,05/25/2015,05/25/2015,"Select Portfolio Servicing, Inc",Closed with explanation,Yes,Yes
1390702,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,WA,98270,Web,05/25/2015,05/25/2015,Physicians & Dentists Credit Bureau,Closed with explanation,Yes,
1390645,Credit reporting,,Incorrect information on credit report,Public record,FL,33511,Web,05/25/2015,05/25/2015,Equifax,Closed with explanation,Yes,Yes
1390642,Credit reporting,,Incorrect information on credit report,Personal information,NJ,07045,Web,05/25/2015,05/25/2015,TransUnion,Closed with non-monetary relief,Yes,
1390554,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,MD,21133,Web,05/25/2015,06/10/2015,Fradkin & Weber PA,Closed with explanation,Yes,
1390534,Credit reporting,,Incorrect information on credit report,Information is not mine,TX,78572,Web,05/25/2015,05/26/2015,Equifax,Closed with explanation,Yes,
1390587,Credit reporting,,Incorrect information on credit report,Account status,NY,10022,Web,05/25/2015,05/26/2015,Experian,In progress,Yes,
1390544,Student loan,Non-federal student loan,Dealing with my lender or servicer,,TN,37149,Web,05/25/2015,06/02/2015,"Richard J. Boudreau & Associates, LLC",Untimely response,No,
1390734,Consumer loan,Vehicle loan,Problems when you are unable to pay,,MD,21228,Web,05/25/2015,05/25/2015,Ally Financial Inc.,In progress,Yes,
1390736,Credit reporting,,Incorrect information on credit report,Personal information,IL,60660,Web,05/25/2015,05/25/2015,TransUnion,Closed with non-monetary relief,Yes,
1391044,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,CA,95827,Web,05/25/2015,05/26/2015,"Green Tree Servicing, LLC",Closed with explanation,Yes,Yes
1390725,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,MS,39301,Web,05/25/2015,05/25/2015,Experian,Closed with explanation,Yes,
1390691,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,SC,29732,Web,05/25/2015,05/28/2015,Equifax,Closed with explanation,Yes,Yes
1390666,Credit reporting,,Incorrect information on credit report,Information is not mine,IN,47403,Web,05/25/2015,05/25/2015,Equifax,Closed with explanation,Yes,
1390665,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NH,03102,Web,05/25/2015,05/25/2015,Navient,Closed with explanation,Yes,
1390653,Credit reporting,,Incorrect information on credit report,Public record,AZ,85641,Web,05/25/2015,05/25/2015,Equifax,Closed with explanation,Yes,
1391063,Credit card,,Sale of account,,FL,34470,Web,05/25/2015,05/27/2015,Encore Capital Group,Closed with non-monetary relief,Yes,
1391049,Bank account or service,Checking account,Deposits and withdrawals,,PA,19038,Web,05/25/2015,05/26/2015,TD Bank,Closed with monetary relief,Yes,
1391053,Credit card,,Other,,CA,91510,Web,05/25/2015,05/26/2015,JPMorgan Chase,Closed with monetary relief,Yes,Yes
1390555,Credit reporting,,Incorrect information on credit report,Account terms,CA,92630,Web,05/25/2015,05/28/2015,Experian,In progress,Yes,
1390904,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,GA,30068,Web,05/25/2015,05/26/2015,"Seattle Service Bureau, Inc",Closed with explanation,Yes,
1391035,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,TX,78109,Web,05/25/2015,05/25/2015,Nationstar Mortgage,In progress,Yes,
1391039,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,OK,73099,Web,05/25/2015,05/25/2015,Nationstar Mortgage,Closed with explanation,Yes,
1391036,Credit card,,Identity theft / Fraud / Embezzlement,,TN,38572,Web,05/25/2015,05/25/2015,Citibank,Closed with monetary relief,Yes,
1391048,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,AZ,85040,Web,05/25/2015,05/28/2015,Wells Fargo,In progress,Yes,
1391067,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,CA,92123,Web,05/25/2015,05/26/2015,Encore Capital Group,Closed with non-monetary relief,Yes,
