Complaint ID,Product,Sub-product,Issue,Sub-issue,State,ZIP code,Submitted via,Date received,Date sent to company,Company,Company response,Timely response?,Consumer disputed?
1427131,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,TX,75248,Web,06/18/2015,06/18/2015,Transworld Systems Inc.,In progress,Yes,
1427578,Debt collection,Medical,False statements or representation,Indicated committed crime not paying,NJ,08882,Web,06/18/2015,06/18/2015,Transworld Systems Inc.,In progress,Yes,
1427589,Debt collection,Payday loan,Improper contact or sharing of info,Contacted employer after asked not to,MI,48217,Web,06/18/2015,06/18/2015,"National Credit Adjusters, LLC",Closed with explanation,Yes,
1426958,Debt collection,,Cont'd attempts collect debt not owed,Debt was paid,OH,43026,Web,06/18/2015,06/18/2015,Oracle Financial Group LLC.,Closed with monetary relief,Yes,
1424985,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,PA,15074,Web,06/17/2015,06/17/2015,"Bayview Loan Servicing, LLC",In progress,Yes,
1424982,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,IL,60477,Web,06/17/2015,06/17/2015,"Convergent Resources, Inc.",Closed with explanation,Yes,
1424862,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,FL,33435,Web,06/17/2015,06/17/2015,"CMRE Financial Services, Inc.",Closed with explanation,Yes,
1425025,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,MA,01826,Web,06/17/2015,06/17/2015,Santander Bank US,In progress,Yes,
1424988,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt resulted from identity theft,AL,35215,Web,06/17/2015,06/17/2015,"Convergent Resources, Inc.",Closed with explanation,Yes,
1425021,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,LA,71107,Web,06/17/2015,06/17/2015,Stellar Recovery Inc.,Closed with explanation,Yes,Yes
1425256,Bank account or service,Checking account,"Account opening, closing, or management",,NC,28052,Web,06/17/2015,06/17/2015,Wells Fargo,Closed with explanation,Yes,
1425204,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,SC,29115,Web,06/17/2015,06/17/2015,"Financial Credit Service, Inc.",Closed with explanation,Yes,
1425045,Debt collection,"Other (phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,NC,27284,Web,06/17/2015,06/17/2015,DataMax Corporation,Closed with explanation,Yes,
1425325,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,PA,19382,Web,06/17/2015,06/17/2015,"Commonwealth Financial Systems, Inc.",Closed with explanation,Yes,
1425448,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,SC,29732,Web,06/17/2015,06/17/2015,SCV Inc.,Closed with explanation,Yes,
1425680,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,NJ,07001,Web,06/17/2015,06/17/2015,"HCFS Health Care Financial Services, Inc.",Closed with explanation,Yes,
1426220,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,GA,30157,Web,06/17/2015,06/17/2015,West Corporation,In progress,Yes,
1425927,Debt collection,Non-federal student loan,Cont'd attempts collect debt not owed,Debt is not mine,OH,44134,Web,06/17/2015,06/17/2015,MOHELA,Closed with explanation,Yes,Yes
1425761,Consumer loan,Vehicle loan,Managing the loan or lease,,NJ,08203,Web,06/17/2015,06/17/2015,Ally Financial Inc.,In progress,Yes,
1425854,Debt collection,,Disclosure verification of debt,Right to dispute notice not received,VA,24102,Web,06/17/2015,06/17/2015,Transworld Systems Inc.,In progress,Yes,
1426254,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,TX,75075,Web,06/17/2015,06/17/2015,"Encircle Collections, Inc.",Closed with explanation,Yes,
1426674,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,TX,76092,Web,06/17/2015,06/18/2015,"EOS Holdings, Inc.",Closed with explanation,Yes,Yes
1424860,Debt collection,Medical,Improper contact or sharing of info,Contacted employer after asked not to,FL,33435,Web,06/17/2015,06/17/2015,"Commonwealth Financial Systems, Inc.",Closed with explanation,Yes,
1426378,Debt collection,,Taking/threatening an illegal action,Threatened to sue on too old debt,GA,30023,Web,06/17/2015,06/17/2015,"H. Kent Hollins, Attorney at Law, P.A",Closed with explanation,Yes,
1425734,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,AZ,85138,Web,06/17/2015,06/17/2015,"Ability Recovery Services, LLC",Closed with explanation,Yes,Yes
1425741,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,WA,98506,Web,06/17/2015,06/17/2015,"P.S.C., Inc",Closed with explanation,Yes,
1425823,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,CA,91403,Web,06/17/2015,06/17/2015,"NRA Group, LLC",Closed with explanation,Yes,
1425768,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,IA,50023,Web,06/17/2015,06/17/2015,"RSH & Associates, LLC",Closed with explanation,Yes,Yes
1423916,Debt collection,Payday loan,Taking/threatening an illegal action,Threatened arrest/jail if do not pay,CA,91359,Web,06/16/2015,06/16/2015,"Trademark Management Solutions, LLC.",Closed with monetary relief,Yes,Yes
1422744,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,FL,34477,Web,06/16/2015,06/16/2015,Ocwen,Closed with explanation,Yes,Yes
1423819,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,NJ,07030,Web,06/16/2015,06/16/2015,Transworld Systems Inc.,In progress,Yes,
1422692,Credit reporting,,Incorrect information on credit report,Account status,,46268,Web,06/16/2015,06/16/2015,Equifax,Closed with explanation,Yes,
1422677,Credit reporting,,Incorrect information on credit report,Account status,TX,77002,Web,06/16/2015,06/16/2015,Equifax,Closed with non-monetary relief,Yes,
1423414,Debt collection,Credit card,Improper contact or sharing of info,Talked to a third party about my debt,FL,33014,Web,06/16/2015,06/16/2015,"Premium Asset Services, LLC",In progress,Yes,
1423758,Debt collection,,Improper contact or sharing of info,Contacted me after I asked not to,CA,94609,Web,06/16/2015,06/16/2015,"Financial Credit Service, Inc.",Closed with explanation,Yes,Yes
1423088,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,GA,30253,Web,06/16/2015,06/16/2015,"Select Portfolio Servicing, Inc",Closed with explanation,Yes,
1422885,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,GA,30316,Web,06/16/2015,06/16/2015,Equifax,Closed with non-monetary relief,Yes,
1423041,Credit reporting,,Incorrect information on credit report,Account terms,MA,02081,Web,06/16/2015,06/16/2015,Equifax,Closed with explanation,Yes,
1422868,Credit card,,Advertising and marketing,,MN,55425,Web,06/16/2015,06/16/2015,U.S. Bancorp,Closed with monetary relief,Yes,
1423106,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,TX,75208,Web,06/16/2015,06/16/2015,"ProCollect, Inc",Closed with explanation,Yes,Yes
1423363,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,CA,91202,Web,06/16/2015,06/16/2015,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,
1423098,Bank account or service,Checking account,Deposits and withdrawals,,PA,19115,Web,06/16/2015,06/16/2015,Wells Fargo,Closed with explanation,Yes,
1423190,Payday loan,,Charged bank acct wrong day or amt,,IL,62249,Web,06/16/2015,06/16/2015,Cottonwood Financial Ltd.,Closed with explanation,Yes,
1423328,Credit reporting,,Incorrect information on credit report,Information is not mine,WA,98059,Web,06/16/2015,06/16/2015,Equifax,In progress,Yes,
1423502,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,FL,33149,Web,06/16/2015,06/16/2015,Transworld Systems Inc.,In progress,Yes,
1422689,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,,95758,Web,06/16/2015,06/16/2015,Equifax,Closed with explanation,Yes,Yes
1423501,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,TX,79912,Web,06/16/2015,06/16/2015,"Synerprise Consulting Services, Inc.",Closed with explanation,Yes,
1423427,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,MD,20912,Web,06/16/2015,06/16/2015,Equifax,Closed with non-monetary relief,Yes,
1423688,Credit reporting,,Incorrect information on credit report,Information is not mine,CA,90045,Web,06/16/2015,06/16/2015,TransUnion,Closed with explanation,Yes,
1423617,Mortgage,Conventional fixed mortgage,Settlement process and costs,,KS,66226,Web,06/16/2015,06/16/2015,Nationstar Mortgage,Closed with explanation,Yes,
1423542,Student loan,Non-federal student loan,Dealing with my lender or servicer,,AK,99669,Web,06/16/2015,06/16/2015,MOHELA,Closed with explanation,Yes,
1423512,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,CA,92410,Web,06/16/2015,06/16/2015,Equifax,Closed with explanation,Yes,
1423503,Credit reporting,,Incorrect information on credit report,Personal information,GA,31605,Web,06/16/2015,06/16/2015,Equifax,Closed with explanation,Yes,
1423452,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,IL,60030,Web,06/16/2015,06/16/2015,Stellar Recovery Inc.,Closed with explanation,Yes,
1423917,Debt collection,Payday loan,Taking/threatening an illegal action,Threatened arrest/jail if do not pay,CA,91359,Web,06/16/2015,06/16/2015,"Community Choice Financial, Inc.",Closed with explanation,Yes,Yes
1424598,Payday loan,,Received a loan I didn't apply for,,IN,46254,Web,06/16/2015,06/16/2015,"MNE Services, Inc",Closed with explanation,Yes,
1424395,Credit reporting,,Incorrect information on credit report,Account status,TX,77072,Web,06/16/2015,06/16/2015,Equifax,In progress,Yes,
1423212,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,OH,43215,Phone,06/16/2015,06/17/2015,Navy FCU,In progress,Yes,
1424310,Credit reporting,,Incorrect information on credit report,Information is not mine,GA,30189,Web,06/16/2015,06/16/2015,TransUnion,Closed with explanation,Yes,
1424286,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,AL,35611,Web,06/16/2015,06/16/2015,"Harvard Collections, LLC",Closed with explanation,Yes,
1424267,Debt collection,Medical,Taking/threatening an illegal action,Threatened to sue on too old debt,NY,12498,Web,06/16/2015,06/16/2015,"Collection Bureau of the Hudson Valley, Inc.",Closed with non-monetary relief,Yes,
1424356,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,DE,19802,Web,06/16/2015,06/16/2015,Equifax,Closed with non-monetary relief,Yes,
1424597,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,CA,94597,Web,06/16/2015,06/16/2015,Residential Credit Solutions,Closed with explanation,Yes,
1424189,Consumer loan,Vehicle loan,Managing the loan or lease,,VA,22042,Web,06/16/2015,06/16/2015,Navy FCU,In progress,Yes,
1424485,Consumer loan,Vehicle loan,Problems when you are unable to pay,,NJ,08060,Web,06/16/2015,06/16/2015,American Honda Finance Corporation,Closed with monetary relief,Yes,
1424398,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,NC,28645,Web,06/16/2015,06/16/2015,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,
1423597,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,NM,88012,Web,06/16/2015,06/16/2015,Transworld Systems Inc.,In progress,Yes,
1424296,Debt collection,,Communication tactics,Frequent or repeated calls,AL,36856,Web,06/16/2015,06/16/2015,"Expert Global Solutions, Inc.",In progress,Yes,
1424467,Credit reporting,,Incorrect information on credit report,Account status,NY,11704,Web,06/16/2015,06/16/2015,Equifax,In progress,Yes,
1424400,Credit reporting,,Incorrect information on credit report,Account terms,MO,64138,Web,06/16/2015,06/16/2015,TransUnion,Closed with explanation,Yes,
1424513,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MI,49337,Web,06/16/2015,06/18/2015,Transworld Systems Inc.,In progress,Yes,
1424564,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,CA,93035,Web,06/16/2015,06/16/2015,Equifax,Closed with explanation,Yes,
1424522,Credit card,,Late fee,,MD,20744,Web,06/16/2015,06/16/2015,"Continental Finance Company, LLC",In progress,Yes,
1424746,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,CA,90031,Web,06/16/2015,06/16/2015,Stellar Recovery Inc.,Closed with explanation,Yes,
1422669,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,NV,89128,Web,06/16/2015,06/16/2015,"Sentry Recovery and Collections, Inc.",Closed with explanation,Yes,Yes
1424609,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,CA,93561,Web,06/16/2015,06/16/2015,"GLA Collection Company, Inc.",Closed with explanation,Yes,
1424759,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,LA,70737,Web,06/16/2015,06/16/2015,Equifax,In progress,Yes,
1424930,Debt collection,Medical,Improper contact or sharing of info,Talked to a third party about my debt,FL,32907,Web,06/16/2015,06/17/2015,"CMRE Financial Services, Inc.",In progress,Yes,
1424944,Credit reporting,,Incorrect information on credit report,Information is not mine,MI,48505,Web,06/16/2015,06/17/2015,TransUnion,Closed with explanation,Yes,
1424899,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,NJ,08062,Web,06/16/2015,06/17/2015,"Wilber and Associates, P.C.",Closed with explanation,Yes,
1424943,Credit reporting,,Incorrect information on credit report,Account status,NY,11220,Web,06/16/2015,06/17/2015,TransUnion,Closed with explanation,Yes,
1424937,Credit reporting,,Incorrect information on credit report,Information is not mine,IL,60130,Web,06/16/2015,06/17/2015,TransUnion,Closed with explanation,Yes,
1424332,Credit reporting,,Incorrect information on credit report,Account terms,OH,45246,Web,06/16/2015,06/16/2015,Equifax,Closed with explanation,Yes,
1426281,Bank account or service,Checking account,"Account opening, closing, or management",,MD,21740,Web,06/16/2015,06/17/2015,Santander Bank US,In progress,Yes,
1422106,Bank account or service,Checking account,"Making/receiving payments, sending money",,NC,28315,Postal mail,06/15/2015,06/15/2015,Wells Fargo,Closed with monetary relief,Yes,
1422087,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,CA,95350,Web,06/15/2015,06/15/2015,"Bayview Loan Servicing, LLC",In progress,Yes,
1421993,Debt collection,Medical,Communication tactics,Threatened to take legal action,WI,53716,Web,06/15/2015,06/15/2015,AmeriCollect,Closed with explanation,Yes,
1422770,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,CA,94124,Web,06/15/2015,06/16/2015,"Sentry Recovery and Collections, Inc.",Closed with explanation,Yes,
1422068,Credit reporting,,Incorrect information on credit report,Account status,CA,95961,Web,06/15/2015,06/15/2015,Equifax,Closed with explanation,Yes,
1422009,Money transfers,International money transfer,Fraud or scam,,CA,94621,Phone,06/15/2015,06/17/2015,MoneyGram,In progress,Yes,
1422248,Debt collection,Auto,Improper contact or sharing of info,Talked to a third party about my debt,PA,19126,Web,06/15/2015,06/17/2015,Ocwen,Closed with explanation,Yes,
1422233,Credit reporting,,Incorrect information on credit report,Information is not mine,NY,14075,Web,06/15/2015,06/15/2015,Equifax,In progress,Yes,
1422194,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,FL,32778,Web,06/15/2015,06/15/2015,Equifax,Closed with explanation,Yes,Yes
1422151,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,NC,28402,Web,06/15/2015,06/15/2015,Nationstar Mortgage,Closed with explanation,Yes,Yes
1422211,Credit reporting,,Incorrect information on credit report,Account status,TN,37011,Web,06/15/2015,06/15/2015,Equifax,In progress,Yes,
1422720,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,UT,84020,Web,06/15/2015,06/15/2015,"Convergent Resources, Inc.",Closed with explanation,Yes,
1422258,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,TX,75126,Web,06/15/2015,06/15/2015,Equifax,In progress,Yes,
1422405,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,PR,00909,Web,06/15/2015,06/15/2015,Transworld Systems Inc.,In progress,Yes,
1422252,Bank account or service,Other bank product/service,"Account opening, closing, or management",,CA,95070,Web,06/15/2015,06/17/2015,U.S. Bancorp,Closed with explanation,Yes,
1422398,Bank account or service,Checking account,Deposits and withdrawals,,MO,64114,Referral,06/15/2015,06/17/2015,U.S. Bancorp,Closed with explanation,Yes,
1422299,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,TX,78070,Web,06/15/2015,06/15/2015,Equifax,In progress,Yes,
1422271,Bank account or service,(CD) Certificate of deposit,Deposits and withdrawals,,CA,94115,Phone,06/15/2015,06/17/2015,Ally Financial Inc.,In progress,Yes,
1422714,Consumer loan,Vehicle loan,Managing the loan or lease,,TX,75023,Web,06/15/2015,06/15/2015,DriveTime,Closed with explanation,Yes,
1421120,Payday loan,,Charged fees or interest I didn't expect,,AZ,85302,Web,06/15/2015,06/17/2015,"CashCall, Inc.",Closed with explanation,Yes,
1420583,Debt collection,Payday loan,False statements or representation,Attempted to collect wrong amount,TX,77598,Web,06/15/2015,06/15/2015,Cottonwood Financial Ltd.,Closed with explanation,Yes,
1422606,Credit reporting,,Incorrect information on credit report,Public record,NY,11205,Web,06/15/2015,06/15/2015,Equifax,Closed with explanation,Yes,
1422595,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,NY,14223,Referral,06/15/2015,06/17/2015,Specialized Loan Servicing LLC,Closed with explanation,Yes,
1421721,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,,,Postal mail,06/15/2015,06/17/2015,Wells Fargo,Closed with explanation,Yes,
1421092,Bank account or service,Checking account,Deposits and withdrawals,,IL,60010,Web,06/15/2015,06/15/2015,JPMorgan Chase,Closed with explanation,Yes,
1422785,Credit reporting,,Incorrect information on credit report,Information is not mine,FL,32948,Web,06/15/2015,06/16/2015,"MIB Group, Inc.",Closed with explanation,Yes,
1422829,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,OH,45209,Web,06/15/2015,06/16/2015,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,
1422857,Debt collection,Payday loan,False statements or representation,Impersonated an attorney or official,FL,32694,Web,06/15/2015,06/16/2015,"National Credit Adjusters, LLC",Closed with explanation,Yes,
1422855,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,GA,30038,Web,06/15/2015,06/16/2015,Hollis Cobb Associates,Closed with explanation,Yes,
1422852,Credit reporting,,Credit reporting company's investigation,Investigation took too long,GA,31721,Web,06/15/2015,06/16/2015,Equifax,Closed with explanation,Yes,
1424496,Debt collection,,Disclosure verification of debt,Not given enough info to verify debt,OH,43560,Web,06/15/2015,06/15/2015,Fidelity Properties Inc.,Closed with explanation,Yes,
1424443,Money transfers,Domestic (US) money transfer,Fraud or scam,,LA,70157,Web,06/15/2015,06/16/2015,MoneyGram,Closed with explanation,Yes,
1424574,Credit reporting,,Incorrect information on credit report,Account status,AZ,86005,Web,06/15/2015,06/16/2015,Equifax,Closed with explanation,Yes,Yes
1424521,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,WA,98391,Web,06/15/2015,06/16/2015,"Green Tree Servicing, LLC",Closed with explanation,Yes,
1424350,Credit card,,Billing disputes,,CA,91935,Web,06/15/2015,06/18/2015,Amex,Closed with explanation,Yes,Yes
1420985,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,IN,46220,Web,06/15/2015,06/15/2015,"Harris & Harris, Ltd.",Closed with explanation,Yes,
1421980,Credit reporting,,Incorrect information on credit report,Information is not mine,NM,87508,Web,06/15/2015,06/15/2015,Equifax,Closed with explanation,Yes,
1420843,Debt collection,,Disclosure verification of debt,Not disclosed as an attempt to collect,OR,97006,Web,06/15/2015,06/15/2015,Johnson Mark LLC,Closed,Yes,Yes
1422796,Credit reporting,,Incorrect information on credit report,Account status,MN,55423,Web,06/15/2015,06/16/2015,Equifax,Closed with explanation,Yes,
1420651,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,MS,39574,Web,06/15/2015,06/15/2015,"Amsher Collection Services, Inc.",Closed with explanation,Yes,
1420637,Credit reporting,,Incorrect information on credit report,Account status,NM,87507,Web,06/15/2015,06/15/2015,Equifax,Closed with explanation,Yes,
1420636,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,CA,92103,Web,06/15/2015,06/15/2015,Tri-Counties Accounts Adjustment Bureau,In progress,Yes,
1420585,Payday loan,,Payment to acct not credited,,TX,75098,Web,06/15/2015,06/16/2015,Concord Resolution Inc,Closed with explanation,Yes,
1420833,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,PA,15216,Web,06/15/2015,06/15/2015,Equifax,Closed with non-monetary relief,Yes,
1420718,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,NC,28269,Web,06/15/2015,06/15/2015,Nationstar Mortgage,Closed with explanation,Yes,
1420825,Credit reporting,,Credit monitoring or identity protection,Problem with fraud alerts,PA,19143,Web,06/15/2015,06/15/2015,Equifax,Closed with explanation,Yes,
1420724,Mortgage,FHA mortgage,"Application, originator, mortgage broker",,PA,18229,Web,06/15/2015,06/15/2015,Bank of America,Closed with non-monetary relief,Yes,
1420708,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,TX,78660,Postal mail,06/15/2015,06/17/2015,"NCC Business Services, Inc.",In progress,Yes,
1420762,Mortgage,Other mortgage,Other,,CA,92563,Referral,06/15/2015,06/17/2015,Nationstar Mortgage,Closed with explanation,Yes,
1420972,Credit reporting,,Incorrect information on credit report,Account status,NY,10952,Web,06/15/2015,06/15/2015,Equifax,In progress,Yes,
1420871,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,FM,34950,Web,06/15/2015,06/15/2015,Ally Financial Inc.,In progress,Yes,
1420855,Credit reporting,,Improper use of my credit report,Report shared with employer w/o consent,GA,30286,Web,06/15/2015,06/15/2015,Equifax,Closed with non-monetary relief,Yes,
1420960,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,OH,44129,Web,06/15/2015,06/15/2015,Equifax,Closed with non-monetary relief,Yes,
1420927,Debt collection,"Other (phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,KY,40509,Web,06/15/2015,06/15/2015,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,
1421773,Credit card,,Transaction issue,,AZ,85023,Web,06/15/2015,06/15/2015,U.S. Bancorp,Closed with explanation,Yes,
1421028,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,CO,80124,Web,06/15/2015,06/15/2015,Transworld Systems Inc.,In progress,Yes,
1421919,Debt collection,,Disclosure verification of debt,Not given enough info to verify debt,CA,92880,Web,06/15/2015,06/15/2015,"Lamont, Hanley & Associates, Inc.",Closed with explanation,Yes,
1421921,Debt collection,Auto,Disclosure verification of debt,Right to dispute notice not received,CA,92610,Web,06/15/2015,06/18/2015,Nissan Motor Acceptance Corporation,In progress,Yes,
1421968,Debt collection,,False statements or representation,Attempted to collect wrong amount,IL,61704,Web,06/15/2015,06/15/2015,COLLECTION PROFESSIONALS INC (Illinois),Closed with explanation,Yes,
1420995,Mortgage,Reverse mortgage,"Loan servicing, payments, escrow account",,KY,40245,Web,06/15/2015,06/15/2015,American Advisors Group,Closed with explanation,Yes,
1421754,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,OK,74873,Web,06/15/2015,06/15/2015,Equifax,Closed with explanation,Yes,
1421115,Bank account or service,Checking account,Deposits and withdrawals,,IL,60154,Referral,06/15/2015,06/15/2015,Wells Fargo,Closed with explanation,Yes,
1421401,Money transfers,Domestic (US) money transfer,Money was not available when promised,,NJ,08401,Web,06/15/2015,06/15/2015,MoneyGram,Closed with explanation,Yes,
1421715,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,IL,60649,Web,06/15/2015,06/15/2015,"Enhanced Recovery Company, LLC",Closed with explanation,Yes,
1421335,Credit reporting,,Incorrect information on credit report,Information is not mine,AZ,85201,Web,06/15/2015,06/15/2015,Equifax,Closed with explanation,Yes,Yes
1421218,Credit reporting,,Incorrect information on credit report,Information is not mine,CA,92335,Web,06/15/2015,06/15/2015,Equifax,In progress,Yes,
1421183,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,FL,33444,Web,06/15/2015,06/15/2015,Equifax,Closed with explanation,Yes,
1421160,Debt collection,"Other (phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,DE,19960,Web,06/15/2015,06/15/2015,First Data Corporation,Closed with explanation,Yes,
1421518,Debt collection,Medical,Improper contact or sharing of info,Talked to a third party about my debt,TX,75235,Web,06/15/2015,06/15/2015,Transworld Systems Inc.,In progress,Yes,
1421498,Bank account or service,Checking account,"Account opening, closing, or management",,OR,97702,Phone,06/15/2015,06/17/2015,JPMorgan Chase,Closed with explanation,Yes,Yes
1421709,Consumer loan,Installment loan,Managing the loan or lease,,AL,35214,Phone,06/15/2015,06/17/2015,Arvest Bank,Closed with explanation,Yes,
1421460,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,CA,94087,Web,06/15/2015,06/15/2015,"United Collection Bureau, Inc.",Closed with explanation,Yes,
1421696,Credit reporting,,Incorrect information on credit report,Information is not mine,TX,79766,Web,06/15/2015,06/15/2015,Equifax,In progress,Yes,
1421646,Debt collection,"Other (phone, health club, etc.)",Taking/threatening an illegal action,Threatened to sue on too old debt,IA,50315,Web,06/15/2015,06/15/2015,Springleaf Finance Corporation,In progress,Yes,
1421748,Credit reporting,,Incorrect information on credit report,Account terms,WA,98626,Web,06/15/2015,06/15/2015,Equifax,Closed with explanation,Yes,Yes
1421905,Credit reporting,,Incorrect information on credit report,Personal information,AZ,85226,Web,06/15/2015,06/15/2015,Equifax,Closed with explanation,Yes,
1421952,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,IL,60699,Web,06/15/2015,06/15/2015,Equifax,Closed with explanation,Yes,
1422108,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,TX,79930,Web,06/14/2015,06/15/2015,Equifax,In progress,Yes,
1422386,Credit reporting,,Incorrect information on credit report,Account status,OH,43081,Web,06/14/2015,06/15/2015,Equifax,In progress,Yes,
1422385,Credit reporting,,Incorrect information on credit report,Account terms,TN,38107,Web,06/14/2015,06/15/2015,TransUnion,In progress,Yes,
1420434,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,IL,60439,Web,06/14/2015,06/14/2015,"Portfolio Recovery Associates, Inc.",Closed with explanation,Yes,
1420662,Debt collection,"Other (phone, health club, etc.)",False statements or representation,Indicated committed crime not paying,FL,33477,Web,06/14/2015,06/15/2015,"Enhanced Recovery Company, LLC",Closed,Yes,
1420516,Credit reporting,,Incorrect information on credit report,Account status,WI,53110,Web,06/14/2015,06/14/2015,TransUnion,Closed with non-monetary relief,Yes,
1420363,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,PA,15501,Web,06/14/2015,06/17/2015,"Expert Global Solutions, Inc.",In progress,Yes,
1420360,Credit reporting,,Incorrect information on credit report,Information is not mine,OH,44906,Web,06/14/2015,06/14/2015,Equifax,In progress,Yes,
1420365,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,LA,71211,Web,06/14/2015,06/15/2015,Equifax,Closed with explanation,Yes,
1420502,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt resulted from identity theft,WV,25404,Web,06/14/2015,06/14/2015,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,
